,name,characters,type,json,len
543,"No Risk, No Reward","noble,grandmother,pixie,balloonist,snake_charmer,gambler,lycanthrope,gossip,amnesiac,huntsman,tea_lady,virgin,poppy_grower,saint,mutant,damsel,drunk,godfather,poisoner,cerenovus,fearmonger,lil_monsta,lleech,shabaloth,fang_gu,gunslinger,thief,scapegoat,gangster,barista",full,"[{""id"": ""_meta"", ""name"": ""No Risk, No Reward V.4"", ""author"": ""Paddy J""}, {""id"": ""noble""}, {""id"": ""grandmother""}, {""id"": ""pixie""}, {""id"": ""balloonist""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""lycanthrope""}, {""id"": ""gossip""}, {""id"": ""amnesiac""}, {""id"": ""huntsman""}, {""id"": ""tea_lady""}, {""id"": ""virgin""}, {""id"": ""poppy_grower""}, {""id"": ""saint""}, {""id"": ""mutant""}, {""id"": ""damsel""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""fearmonger""}, {""id"": ""lil_monsta""}, {""id"": ""lleech""}, {""id"": ""shabaloth""}, {""id"": ""fang_gu""}, {""id"": ""gunslinger""}, {""id"": ""thief""}, {""id"": ""scapegoat""}, {""id"": ""gangster""}, {""id"": ""barista""}]",30
544,15 De Marzo,"noble,pixie,empath,general,fortune_teller,town_crier,gambler,monk,savant,fisherman,seamstress,huntsman,ravenkeeper,goon,mutant,damsel,drunk,godfather,cerenovus,fearmonger,pit-hag,goblin,lil_monsta,imp,vortox,spirit_of_ivory",full,"[{""id"": ""_meta"", ""name"": ""15 De Marzo"", ""author"": ""Ethan*sigh*""}, {""id"": ""noble""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""general""}, {""id"": ""fortune_teller""}, {""id"": ""town_crier""}, {""id"": ""gambler""}, {""id"": ""monk""}, {""id"": ""savant""}, {""id"": ""fisherman""}, {""id"": ""seamstress""}, {""id"": ""huntsman""}, {""id"": ""ravenkeeper""}, {""id"": ""goon""}, {""id"": ""mutant""}, {""id"": ""damsel""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""cerenovus""}, {""id"": ""fearmonger""}, {""id"": ""pit-hag""}, {""id"": ""goblin""}, {""id"": ""lil_monsta""}, {""id"": ""imp""}, {""id"": ""vortox""}, {""id"": ""spirit_of_ivory""}]",26
545,Bae Of Pigs,"grandmother,empath,general,fortune_teller,snake_charmer,gambler,monk,exorcist,gossip,nightwatchman,slayer,ravenkeeper,virgin,goon,mutant,drunk,barber,fearmonger,poisoner,widow,cerenovus,assassin,imp,no_dashii,pukka",full,"[{""id"": ""_meta"", ""name"": ""Bae Of Pigs"", ""author"": ""Avery""}, {""id"": ""grandmother""}, {""id"": ""empath""}, {""id"": ""general""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""monk""}, {""id"": ""exorcist""}, {""id"": ""gossip""}, {""id"": ""nightwatchman""}, {""id"": ""slayer""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""goon""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""fearmonger""}, {""id"": ""poisoner""}, {""id"": ""widow""}, {""id"": ""cerenovus""}, {""id"": ""assassin""}, {""id"": ""imp""}, {""id"": ""no_dashii""}, {""id"": ""pukka""}]",25
546,Logic it night,"fortune_teller,king,choirboy,preacher,empath,alchemist,oracle,snake_charmer,clockmaker,innkeeper,sailor,tea_lady,grandmother,puzzlemaster,barber,lunatic,recluse,psychopath,devils_advocate,marionette,godfather,imp,lil_monsta,lleech,vigormortis",full,"[{""id"": ""_meta"", ""name"": ""Logic it night"", ""author"": ""Fantasy""}, {""id"": ""fortune_teller""}, {""id"": ""king""}, {""id"": ""choirboy""}, {""id"": ""preacher""}, {""id"": ""empath""}, {""id"": ""alchemist""}, {""id"": ""oracle""}, {""id"": ""snake_charmer""}, {""id"": ""clockmaker""}, {""id"": ""innkeeper""}, {""id"": ""sailor""}, {""id"": ""tea_lady""}, {""id"": ""grandmother""}, {""id"": ""puzzlemaster""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""recluse""}, {""id"": ""psychopath""}, {""id"": ""devils_advocate""}, {""id"": ""marionette""}, {""id"": ""godfather""}, {""id"": ""imp""}, {""id"": ""lil_monsta""}, {""id"": ""lleech""}, {""id"": ""vigormortis""}]",25
547,Am I Dead Yet?,"clockmaker,grandmother,noble,sailor,gambler,undertaker,gossip,courtier,professor,ravenkeeper,virgin,tea_lady,pacifist,golem,moonchild,klutz,tinker,godfather,mezepheles,poisoner,pit-hag,lil_monsta,pukka,lleech,no_dashii,barista,harlot,matron,scapegoat,gangster",full,"[{""id"": ""_meta"", ""name"": ""Am I Dead Yet?""}, {""id"": ""clockmaker""}, {""id"": ""grandmother""}, {""id"": ""noble""}, {""id"": ""sailor""}, {""id"": ""gambler""}, {""id"": ""undertaker""}, {""id"": ""gossip""}, {""id"": ""courtier""}, {""id"": ""professor""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""tea_lady""}, {""id"": ""pacifist""}, {""id"": ""golem""}, {""id"": ""moonchild""}, {""id"": ""klutz""}, {""id"": ""tinker""}, {""id"": ""godfather""}, {""id"": ""mezepheles""}, {""id"": ""poisoner""}, {""id"": ""pit-hag""}, {""id"": ""lil_monsta""}, {""id"": ""pukka""}, {""id"": ""lleech""}, {""id"": ""no_dashii""}, {""id"": ""barista""}, {""id"": ""harlot""}, {""id"": ""matron""}, {""id"": ""scapegoat""}, {""id"": ""gangster""}]",30
548,Three gods question,"lycanthrope,gambler,clockmaker,dreamer,flowergirl,gossip,savant,philosopher,innkeeper,chambermaid,bounty_hunter,amnesiac,atheist,lunatic,drunk,recluse,golem,godfather,pit-hag,widow,marionette,imp,vigormortis,lil_monsta,legion",full,"[{""id"": ""_meta"", ""name"": ""Three gods question"", ""author"": ""Fantasy""}, {""id"": ""lycanthrope""}, {""id"": ""gambler""}, {""id"": ""clockmaker""}, {""id"": ""dreamer""}, {""id"": ""flowergirl""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""philosopher""}, {""id"": ""innkeeper""}, {""id"": ""chambermaid""}, {""id"": ""bounty_hunter""}, {""id"": ""amnesiac""}, {""id"": ""atheist""}, {""id"": ""lunatic""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""golem""}, {""id"": ""godfather""}, {""id"": ""pit-hag""}, {""id"": ""widow""}, {""id"": ""marionette""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""lil_monsta""}, {""id"": ""legion""}]",25
549,Trouble with Heretics,"washerwoman,librarian,chef,investigator,empath,fortune_teller,undertaker,monk,ravenkeeper,virgin,slayer,soldier,mayor,butler,drunk,recluse,saint,heretic,poisoner,spy,scarlet_woman,baron,imp",full,"[{""id"": ""_meta"", ""name"": ""Trouble with Heretics"", ""author"": """"}, {""id"": ""washerwoman""}, {""id"": ""librarian""}, {""id"": ""chef""}, {""id"": ""investigator""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""undertaker""}, {""id"": ""monk""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""slayer""}, {""id"": ""soldier""}, {""id"": ""mayor""}, {""id"": ""butler""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""saint""}, {""id"": ""heretic""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""scarlet_woman""}, {""id"": ""baron""}, {""id"": ""imp""}]",23
550,Babysteps,"noble,sailor,general,king,cult_leader,undertaker,lycanthrope,amnesiac,fisherman,seamstress,fool,choirboy,cannibal,saint,sweetheart,mutant,drunk,lunatic,devils_advocate,baron,goblin,marionette,lleech,imp,vortox",full,"[{""id"": ""_meta"", ""name"": ""Babysteps"", ""author"": ""Ben B""}, {""id"": ""noble""}, {""id"": ""sailor""}, {""id"": ""general""}, {""id"": ""king""}, {""id"": ""cult_leader""}, {""id"": ""undertaker""}, {""id"": ""lycanthrope""}, {""id"": ""amnesiac""}, {""id"": ""fisherman""}, {""id"": ""seamstress""}, {""id"": ""fool""}, {""id"": ""choirboy""}, {""id"": ""cannibal""}, {""id"": ""saint""}, {""id"": ""sweetheart""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""devils_advocate""}, {""id"": ""baron""}, {""id"": ""goblin""}, {""id"": ""marionette""}, {""id"": ""lleech""}, {""id"": ""imp""}, {""id"": ""vortox""}]",25
551,Strings Pulling,"investigator,chef,washerwoman,librarian,empath,fortune_teller,undertaker,monk,slayer,soldier,ravenkeeper,virgin,mayor,butler,saint,recluse,drunk,poisoner,spy,baron,scarlet_woman,marionette,imp",full,"[{""id"": ""_meta"", ""name"": ""Strings Pulling"", ""author"": """"}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""washerwoman""}, {""id"": ""librarian""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""undertaker""}, {""id"": ""monk""}, {""id"": ""slayer""}, {""id"": ""soldier""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""mayor""}, {""id"": ""butler""}, {""id"": ""saint""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""baron""}, {""id"": ""scarlet_woman""}, {""id"": ""marionette""}, {""id"": ""imp""}]",23
552,Not only demons,"librarian,investigator,snake_charmer,empath,fortune_teller,sailor,exorcist,gambler,innkeeper,oracle,amnesiac,cannibal,philosopher,drunk,goon,mutant,politician,godfather,devils_advocate,poisoner,widow,marionette,imp,lleech,fang_gu,thief,scapegoat,bureaucrat,barista,apprentice",full,"[{""id"": ""_meta"", ""name"": ""Not only demons stay awake V4"", ""author"": ""Y00""}, {""id"": ""librarian""}, {""id"": ""investigator""}, {""id"": ""snake_charmer""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""sailor""}, {""id"": ""exorcist""}, {""id"": ""gambler""}, {""id"": ""innkeeper""}, {""id"": ""oracle""}, {""id"": ""amnesiac""}, {""id"": ""cannibal""}, {""id"": ""philosopher""}, {""id"": ""drunk""}, {""id"": ""goon""}, {""id"": ""mutant""}, {""id"": ""politician""}, {""id"": ""godfather""}, {""id"": ""devils_advocate""}, {""id"": ""poisoner""}, {""id"": ""widow""}, {""id"": ""marionette""}, {""id"": ""imp""}, {""id"": ""lleech""}, {""id"": ""fang_gu""}, {""id"": ""thief""}, {""id"": ""scapegoat""}, {""id"": ""bureaucrat""}, {""id"": ""barista""}, {""id"": ""apprentice""}]",30
553,虎门销烟,"washerwoman,grandmother,fortune_teller,empath,preacher,gambler,town_crier,undertaker,monk,lycanthrope,farmer,poppy_grower,fool,lunatic,butler,recluse,goon,poisoner,godfather,marionette,mastermind,vigormortis,no_dashii,po,pukka",full,"[{""id"": ""_meta"", ""name"": ""\u864e\u95e8\u9500\u70df""}, {""id"": ""washerwoman""}, {""id"": ""grandmother""}, {""id"": ""fortune_teller""}, {""id"": ""empath""}, {""id"": ""preacher""}, {""id"": ""gambler""}, {""id"": ""town_crier""}, {""id"": ""undertaker""}, {""id"": ""monk""}, {""id"": ""lycanthrope""}, {""id"": ""farmer""}, {""id"": ""poppy_grower""}, {""id"": ""fool""}, {""id"": ""lunatic""}, {""id"": ""butler""}, {""id"": ""recluse""}, {""id"": ""goon""}, {""id"": ""poisoner""}, {""id"": ""godfather""}, {""id"": ""marionette""}, {""id"": ""mastermind""}, {""id"": ""vigormortis""}, {""id"": ""no_dashii""}, {""id"": ""po""}, {""id"": ""pukka""}]",25
554,The Devil You Know,"noble,pixie,general,preacher,chambermaid,balloonist,mathematician,undertaker,savant,amnesiac,engineer,fisherman,ravenkeeper,drunk,golem,barber,politician,poisoner,fearmonger,psychopath,goblin,pukka,al-hadikhia,fang_gu,vortox,apprentice,butcher,gangster,bone_collector",full,"[{""id"": ""_meta"", ""name"": ""The Devil You Know 2.5"", ""author"": ""taylor""}, {""id"": ""noble""}, {""id"": ""pixie""}, {""id"": ""general""}, {""id"": ""preacher""}, {""id"": ""chambermaid""}, {""id"": ""balloonist""}, {""id"": ""mathematician""}, {""id"": ""undertaker""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""engineer""}, {""id"": ""fisherman""}, {""id"": ""ravenkeeper""}, {""id"": ""drunk""}, {""id"": ""golem""}, {""id"": ""barber""}, {""id"": ""politician""}, {""id"": ""poisoner""}, {""id"": ""fearmonger""}, {""id"": ""psychopath""}, {""id"": ""goblin""}, {""id"": ""pukka""}, {""id"": ""al-hadikhia""}, {""id"": ""fang_gu""}, {""id"": ""vortox""}, {""id"": ""apprentice""}, {""id"": ""butcher""}, {""id"": ""gangster""}, {""id"": ""bone_collector""}]",29
555,Show and Tell,"librarian,gossip,savant,nightwatchman,engineer,fisherman,professor,seamstress,philosopher,soldier,fool,farmer,magician,poppy_grower,snitch,puzzlemaster,golem,barber,politician,devils_advocate,spy,fearmonger,goblin,evil_twin,lil_monsta",full,"[{""id"": ""_meta"", ""name"": ""Show and Tell"", ""author"": ""Zadon""}, {""id"": ""librarian""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""nightwatchman""}, {""id"": ""engineer""}, {""id"": ""fisherman""}, {""id"": ""professor""}, {""id"": ""seamstress""}, {""id"": ""philosopher""}, {""id"": ""soldier""}, {""id"": ""fool""}, {""id"": ""farmer""}, {""id"": ""magician""}, {""id"": ""poppy_grower""}, {""id"": ""snitch""}, {""id"": ""puzzlemaster""}, {""id"": ""golem""}, {""id"": ""barber""}, {""id"": ""politician""}, {""id"": ""devils_advocate""}, {""id"": ""spy""}, {""id"": ""fearmonger""}, {""id"": ""goblin""}, {""id"": ""evil_twin""}, {""id"": ""lil_monsta""}]",25
556,Depths of Eternity,"noble,investigator,fortune_teller,cult_leader,monk,slayer,philosopher,alchemist,tea_lady,magician,virgin,poppy_grower,snitch,goon,acrobat,puzzlemaster,recluse,poisoner,cerenovus,fearmonger,goblin,evil_twin,lleech,no_dashii,imp",full,"[{""id"": ""_meta"", ""name"": ""Depths of Eternity"", ""author"": ""Zadon""}, {""id"": ""noble""}, {""id"": ""investigator""}, {""id"": ""fortune_teller""}, {""id"": ""cult_leader""}, {""id"": ""monk""}, {""id"": ""slayer""}, {""id"": ""philosopher""}, {""id"": ""alchemist""}, {""id"": ""tea_lady""}, {""id"": ""magician""}, {""id"": ""virgin""}, {""id"": ""poppy_grower""}, {""id"": ""snitch""}, {""id"": ""goon""}, {""id"": ""acrobat""}, {""id"": ""puzzlemaster""}, {""id"": ""recluse""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""fearmonger""}, {""id"": ""goblin""}, {""id"": ""evil_twin""}, {""id"": ""lleech""}, {""id"": ""no_dashii""}, {""id"": ""imp""}]",25
557,Social Reduction,"pixie,sailor,general,snake_charmer,amnesiac,nightwatchman,courtier,slayer,philosopher,soldier,alchemist,poppy_grower,cannibal,recluse,mutant,drunk,politician,lunatic,devils_advocate,cerenovus,evil_twin,marionette,lleech,fang_gu,vortox",full,"[{""id"": ""_meta"", ""name"": ""Social Reduction"", ""author"": ""AP (serpercival)""}, {""id"": ""pixie""}, {""id"": ""sailor""}, {""id"": ""general""}, {""id"": ""snake_charmer""}, {""id"": ""amnesiac""}, {""id"": ""nightwatchman""}, {""id"": ""courtier""}, {""id"": ""slayer""}, {""id"": ""philosopher""}, {""id"": ""soldier""}, {""id"": ""alchemist""}, {""id"": ""poppy_grower""}, {""id"": ""cannibal""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""politician""}, {""id"": ""lunatic""}, {""id"": ""devils_advocate""}, {""id"": ""cerenovus""}, {""id"": ""evil_twin""}, {""id"": ""marionette""}, {""id"": ""lleech""}, {""id"": ""fang_gu""}, {""id"": ""vortox""}]",25
558,Who Can You Trust?,"snake_charmer,sage,ravenkeeper,poppy_grower,magician,librarian,investigator,fortune_teller,dreamer,bounty_hunter,soldier,innkeeper,empath,lunatic,drunk,recluse,politician,marionette,spy,baron,evil_twin,al-hadikhia,djinn,sentinel",full,"[{""id"": ""_meta"", ""name"": """", ""author"": """"}, {""id"": ""snake_charmer""}, {""id"": ""sage""}, {""id"": ""ravenkeeper""}, {""id"": ""poppy_grower""}, {""id"": ""magician""}, {""id"": ""librarian""}, {""id"": ""investigator""}, {""id"": ""fortune_teller""}, {""id"": ""dreamer""}, {""id"": ""bounty_hunter""}, {""id"": ""soldier""}, {""id"": ""innkeeper""}, {""id"": ""empath""}, {""id"": ""lunatic""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""politician""}, {""id"": ""marionette""}, {""id"": ""spy""}, {""id"": ""baron""}, {""id"": ""evil_twin""}, {""id"": ""al-hadikhia""}, {""id"": ""djinn""}, {""id"": ""sentinel""}]",24
559,Russian Rule-Ette,"undertaker,tea_lady,soldier,snake_charmer,sailor,professor,preacher,magician,investigator,innkeeper,grandmother,fool,engineer,alchemist,lunatic,tinker,acrobat,barber,mezepheles,marionette,goblin,devils_advocate,baron,shabaloth,al-hadikhia",full,"[{""id"": ""_meta"", ""name"": ""Russian Rule-ette"", ""author"": ""Steven Pearson""}, {""id"": ""undertaker""}, {""id"": ""tea_lady""}, {""id"": ""soldier""}, {""id"": ""snake_charmer""}, {""id"": ""sailor""}, {""id"": ""professor""}, {""id"": ""preacher""}, {""id"": ""magician""}, {""id"": ""investigator""}, {""id"": ""innkeeper""}, {""id"": ""grandmother""}, {""id"": ""fool""}, {""id"": ""engineer""}, {""id"": ""alchemist""}, {""id"": ""lunatic""}, {""id"": ""tinker""}, {""id"": ""acrobat""}, {""id"": ""barber""}, {""id"": ""mezepheles""}, {""id"": ""marionette""}, {""id"": ""goblin""}, {""id"": ""devils_advocate""}, {""id"": ""baron""}, {""id"": ""shabaloth""}, {""id"": ""al-hadikhia""}]",25
560,That Pesky Virgin,"chef,grandmother,empath,town_crier,oracle,innkeeper,gambler,gossip,professor,philosopher,alchemist,virgin,atheist,acrobat,drunk,golem,moonchild,godfather,poisoner,spy,goblin,pukka,imp,shabaloth,legion",full,"[{""id"": ""_meta"", ""name"": ""That Pesky Virgin"", ""author"": ""Manny & Viva La Sam""}, {""id"": ""chef""}, {""id"": ""grandmother""}, {""id"": ""empath""}, {""id"": ""town_crier""}, {""id"": ""oracle""}, {""id"": ""innkeeper""}, {""id"": ""gambler""}, {""id"": ""gossip""}, {""id"": ""professor""}, {""id"": ""philosopher""}, {""id"": ""alchemist""}, {""id"": ""virgin""}, {""id"": ""atheist""}, {""id"": ""acrobat""}, {""id"": ""drunk""}, {""id"": ""golem""}, {""id"": ""moonchild""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""goblin""}, {""id"": ""pukka""}, {""id"": ""imp""}, {""id"": ""shabaloth""}, {""id"": ""legion""}]",25
561,Evil incentives to die (and sighs),"chef,noble,alchemist,preacher,snake_charmer,fortune_teller,balloonist,oracle,undertaker,monk,mayor,ravenkeeper,poppy_grower,damsel,drunk,recluse,lunatic,poisoner,witch,pit-hag,psychopath,goblin,imp,vigormortis,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""evil incentives to die (and sighs)"", ""author"": ""Ethan*sigh*""}, {""id"": ""chef""}, {""id"": ""noble""}, {""id"": ""alchemist""}, {""id"": ""preacher""}, {""id"": ""snake_charmer""}, {""id"": ""fortune_teller""}, {""id"": ""balloonist""}, {""id"": ""oracle""}, {""id"": ""undertaker""}, {""id"": ""monk""}, {""id"": ""mayor""}, {""id"": ""ravenkeeper""}, {""id"": ""poppy_grower""}, {""id"": ""damsel""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""witch""}, {""id"": ""pit-hag""}, {""id"": ""psychopath""}, {""id"": ""goblin""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",25
562,ENJOY YOUR PRESENTS YOU MAD FOOLS!,"investigator,chef,pixie,empath,dreamer,fortune_teller,monk,savant,slayer,farmer,magician,virgin,atheist,sweetheart,mutant,drunk,barber,lunatic,cerenovus,pit-hag,scarlet_woman,marionette,imp,fang_gu,vortox",full,"[{""id"": ""_meta"", ""name"": ""ENJOY YOUR PRESENTS YOU MAD FOOLS!"", ""author"": ""Ethan*sigh*""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""monk""}, {""id"": ""savant""}, {""id"": ""slayer""}, {""id"": ""farmer""}, {""id"": ""magician""}, {""id"": ""virgin""}, {""id"": ""atheist""}, {""id"": ""sweetheart""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""scarlet_woman""}, {""id"": ""marionette""}, {""id"": ""imp""}, {""id"": ""fang_gu""}, {""id"": ""vortox""}]",25
563,NO SHABBY NO!,"investigator,chef,general,flowergirl,oracle,gambler,monk,lycanthrope,fisherman,professor,seamstress,soldier,farmer,butler,goon,tinker,drunk,godfather,poisoner,cerenovus,pit-hag,imp,shabaloth,vigormortis",full,"[{""id"": ""_meta"", ""name"": ""NO SHABBY NO! (2)"", ""author"": ""Ethan*sigh*""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""general""}, {""id"": ""flowergirl""}, {""id"": ""oracle""}, {""id"": ""gambler""}, {""id"": ""monk""}, {""id"": ""lycanthrope""}, {""id"": ""fisherman""}, {""id"": ""professor""}, {""id"": ""seamstress""}, {""id"": ""soldier""}, {""id"": ""farmer""}, {""id"": ""butler""}, {""id"": ""goon""}, {""id"": ""tinker""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""imp""}, {""id"": ""shabaloth""}, {""id"": ""vigormortis""}]",24
564,Halloween Hijinks,"noble,chef,washerwoman,king,fortune_teller,oracle,monk,lycanthrope,artist,ravenkeeper,choirboy,poppy_grower,cannibal,snitch,recluse,drunk,barber,lunatic,poisoner,witch,pit-hag,goblin,imp,vigormortis,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Halloween Hijinks""}, {""id"": ""noble""}, {""id"": ""chef""}, {""id"": ""washerwoman""}, {""id"": ""king""}, {""id"": ""fortune_teller""}, {""id"": ""oracle""}, {""id"": ""monk""}, {""id"": ""lycanthrope""}, {""id"": ""artist""}, {""id"": ""ravenkeeper""}, {""id"": ""choirboy""}, {""id"": ""poppy_grower""}, {""id"": ""cannibal""}, {""id"": ""snitch""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""witch""}, {""id"": ""pit-hag""}, {""id"": ""goblin""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",25
565,Strings++,"washerwoman,librarian,investigator,chef,empath,fortune_teller,undertaker,monk,ravenkeeper,virgin,slayer,soldier,mayor,butler,drunk,recluse,saint,lunatic,poisoner,spy,scarlet_woman,baron,marionette,imp,legion",full,"[{""id"": ""_meta"", ""name"": ""Strings++"", ""author"": ""Tanda""}, {""id"": ""washerwoman""}, {""id"": ""librarian""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""undertaker""}, {""id"": ""monk""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""slayer""}, {""id"": ""soldier""}, {""id"": ""mayor""}, {""id"": ""butler""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""saint""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""scarlet_woman""}, {""id"": ""baron""}, {""id"": ""marionette""}, {""id"": ""imp""}, {""id"": ""legion""}]",25
566,Magic By Numbers,"noble,chef,clockmaker,empath,chambermaid,balloonist,mathematician,oracle,monk,gossip,juggler,magician,ravenkeeper,tinker,recluse,drunk,lunatic,godfather,cerenovus,pit-hag,assassin,pukka,no_dashii,shabaloth,vortox,apprentice,barista,beggar,bone_collector,deviant",full,"[{""id"": ""_meta"", ""name"": ""Magic By Numbers"", ""author"": ""Etreides""}, {""id"": ""noble""}, {""id"": ""chef""}, {""id"": ""clockmaker""}, {""id"": ""empath""}, {""id"": ""chambermaid""}, {""id"": ""balloonist""}, {""id"": ""mathematician""}, {""id"": ""oracle""}, {""id"": ""monk""}, {""id"": ""gossip""}, {""id"": ""juggler""}, {""id"": ""magician""}, {""id"": ""ravenkeeper""}, {""id"": ""tinker""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""godfather""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""assassin""}, {""id"": ""pukka""}, {""id"": ""no_dashii""}, {""id"": ""shabaloth""}, {""id"": ""vortox""}, {""id"": ""apprentice""}, {""id"": ""barista""}, {""id"": ""beggar""}, {""id"": ""bone_collector""}, {""id"": ""deviant""}]",30
567,Dusk in the House of the Damned,"noble,pixie,bounty_hunter,general,king,fisherman,huntsman,alchemist,farmer,magician,choirboy,poppy_grower,cannibal,saint,heretic,damsel,lunatic,cerenovus,fearmonger,goblin,scarlet_woman,lil_monsta,imp,no_dashii,legion,sentinel",full,"[{""id"": ""_meta"", ""name"": ""Dusk in the House of the Damned 2.3"", ""author"": ""Shade""}, {""id"": ""noble""}, {""id"": ""pixie""}, {""id"": ""bounty_hunter""}, {""id"": ""general""}, {""id"": ""king""}, {""id"": ""fisherman""}, {""id"": ""huntsman""}, {""id"": ""alchemist""}, {""id"": ""farmer""}, {""id"": ""magician""}, {""id"": ""choirboy""}, {""id"": ""poppy_grower""}, {""id"": ""cannibal""}, {""id"": ""saint""}, {""id"": ""heretic""}, {""id"": ""damsel""}, {""id"": ""lunatic""}, {""id"": ""cerenovus""}, {""id"": ""fearmonger""}, {""id"": ""goblin""}, {""id"": ""scarlet_woman""}, {""id"": ""lil_monsta""}, {""id"": ""imp""}, {""id"": ""no_dashii""}, {""id"": ""legion""}, {""id"": ""sentinel""}]",26
568,T-ou-le Sewing,"librarian,washerwoman,slayer,seamstress,empath,balloonist,fortune_teller,monk,undertaker,ravenkeeper,virgin,mayor,soldier,drunk,puzzlemaster,saint,recluse,baron,poisoner,assassin,spy,imp,fang_gu,angel",full,"[{""id"": ""_meta"", ""name"": ""T-ou-le Sewing.5"", ""author"": ""TZA""}, {""id"": ""librarian""}, {""id"": ""washerwoman""}, {""id"": ""slayer""}, {""id"": ""seamstress""}, {""id"": ""empath""}, {""id"": ""balloonist""}, {""id"": ""fortune_teller""}, {""id"": ""monk""}, {""id"": ""undertaker""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""mayor""}, {""id"": ""soldier""}, {""id"": ""drunk""}, {""id"": ""puzzlemaster""}, {""id"": ""saint""}, {""id"": ""recluse""}, {""id"": ""baron""}, {""id"": ""poisoner""}, {""id"": ""assassin""}, {""id"": ""spy""}, {""id"": ""imp""}, {""id"": ""fang_gu""}, {""id"": ""angel""}]",24
